City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
260,Oyama,JP,2022-02-13 20:54:57,36.3,139.8,35.04,70,100,6.35,snow
261,Pljevlja,ME,2022-02-13 20:54:57,43.3333,19.3333,32.56,97,89,3.15,overcast clouds
262,Sarkand,KZ,2022-02-13 20:54:58,45.41,79.9186,26.02,79,100,4.23,overcast clouds
263,Tigil,RU,2022-02-13 20:54:58,57.8,158.6667,-9.98,98,100,3.04,overcast clouds
264,Half Moon Bay,US,2022-02-13 20:54:59,37.4636,-122.4286,79.61,51,2,2.71,clear sky
265,Jining,CN,2022-02-13 20:54:59,35.405,116.5814,37.96,74,95,8.93,overcast clouds
266,Villa De Reyes,MX,2022-02-13 20:55:00,21.8,-100.9333,60.73,42,44,11.72,scattered clouds
267,Sovetskiy,RU,2022-02-13 20:55:00,61.3614,63.5842,-11.38,100,87,2.51,overcast clouds
268,Okakarara,NA,2022-02-13 20:55:00,-20.5833,17.4333,67.84,85,100,1.59,light rain
269,Portobelo,PA,2022-02-13 20:55:01,9.55,-79.65,90.61,78,52,11.95,broken clouds
270,Faanui,PF,2022-02-13 20:55:01,-16.4833,-151.75,80.71,74,100,14.92,light rain
271,Murgab,TM,2022-02-13 20:55:02,37.4966,61.9714,40.87,65,3,0.0,clear sky
272,Lubango,AO,2022-02-13 20:55:02,-14.9172,13.4925,58.77,75,71,2.91,broken clouds
273,Meulaboh,ID,2022-02-13 20:51:37,4.1363,96.1285,76.28,89,92,5.35,overcast clouds
274,Tuatapere,NZ,2022-02-13 20:50:09,-46.1333,167.6833,54.82,67,11,3.11,few clouds
275,Primorsk,UA,2022-02-13 20:55:03,46.7348,36.3443,34.03,67,0,8.48,clear sky
276,Baghdad,IQ,2022-02-13 20:55:03,33.3406,44.4009,51.71,43,0,8.05,clear sky
277,Rawa Mazowiecka,PL,2022-02-13 20:55:04,51.7644,20.2549,36.01,54,3,13.8,clear sky
278,Egvekinot,RU,2022-02-13 20:55:04,66.3167,-179.1667,-19.5,92,85,7.43,overcast clouds
279,San Vicente,AR,2022-02-13 20:55:04,-26.6167,-54.1333,86.5,36,69,5.06,broken clouds
280,Chicama,PE,2022-02-13 20:53:38,-7.8447,-79.1469,72.14,55,68,11.25,broken clouds
281,Karratha,AU,2022-02-13 20:55:05,-20.7377,116.8463,84.69,60,80,7.34,broken clouds
282,Goderich,CA,2022-02-13 20:55:05,43.7501,-81.7165,16.92,73,100,4.61,overcast clouds
283,Zhigansk,RU,2022-02-13 20:55:06,66.7697,123.3711,-36.94,100,58,2.17,broken clouds
284,Sawakin,SD,2022-02-13 20:55:06,19.1059,37.3321,72.57,53,24,10.02,few clouds
285,Maniitsoq,GL,2022-02-13 20:55:07,65.4167,-52.9,2.32,87,100,12.97,overcast clouds
286,Calabozo,VE,2022-02-13 20:55:07,8.9242,-67.4293,95.07,25,75,7.16,broken clouds
287,Wamba,NG,2022-02-13 20:55:07,8.9333,8.6,78.69,14,7,4.92,clear sky
288,Matay,EG,2022-02-13 20:55:08,28.419,30.7792,56.43,66,4,16.98,clear sky
289,Camopi,GF,2022-02-13 20:55:08,3.1655,-52.3158,75.58,97,100,3.74,overcast clouds
290,Damietta,EG,2022-02-13 20:55:09,31.4165,31.8133,57.09,72,0,9.64,clear sky
291,Axim,GH,2022-02-13 20:51:38,4.8699,-2.2405,78.84,87,11,5.5,light rain
292,Mabaruma,GY,2022-02-13 20:55:09,8.2,-59.7833,75.96,87,84,6.58,broken clouds
293,Grand Gaube,MU,2022-02-13 20:55:10,-20.0064,57.6608,81.37,79,89,4.0,overcast clouds
294,Badvel,IN,2022-02-13 20:55:10,14.75,79.05,67.6,96,6,4.54,clear sky
295,Erenhot,CN,2022-02-13 20:55:11,43.6475,111.9767,-7.37,94,10,3.87,clear sky
296,Lompoc,US,2022-02-13 20:55:11,34.6391,-120.4579,86.22,32,0,6.91,clear sky
297,Port Blair,IN,2022-02-13 20:55:11,11.6667,92.75,73.44,78,20,2.3,mist
298,Qaqortoq,GL,2022-02-13 20:50:59,60.7167,-46.0333,23.99,88,100,7.76,overcast clouds
299,Bam,IR,2022-02-13 20:55:12,29.106,58.357,52.07,52,100,7.29,overcast clouds
300,Collie,AU,2022-02-13 20:55:12,-33.3667,116.15,57.97,73,0,7.78,clear sky
301,Jimo,CN,2022-02-13 20:55:13,36.3897,120.4622,37.18,87,100,6.71,light rain
302,Soyo,AO,2022-02-13 20:55:13,-6.1349,12.3689,78.93,87,97,6.64,overcast clouds
303,Barra Patuca,HN,2022-02-13 20:55:14,15.8,-84.2833,79.93,76,15,7.02,few clouds
304,Aksarka,RU,2022-02-13 20:55:14,66.5606,67.7975,-12.24,99,100,2.33,overcast clouds
305,Munster,DE,2022-02-13 20:55:01,51.9624,7.6257,49.48,67,0,11.5,clear sky
306,Ixtapa,MX,2022-02-13 20:55:15,20.7,-105.2,89.47,25,100,7.09,overcast clouds
307,Selikhino,RU,2022-02-13 20:55:15,50.3672,137.4996,3.67,99,98,4.74,overcast clouds
308,Ouadda,CF,2022-02-13 20:51:36,8.0777,22.4007,77.95,13,78,8.16,broken clouds
309,Hailar,CN,2022-02-13 20:55:16,49.2,119.7,-31.23,100,97,1.21,overcast clouds
310,Touros,BR,2022-02-13 20:53:12,-5.1989,-35.4608,85.1,75,9,11.5,clear sky
311,Bonavista,CA,2022-02-13 20:55:16,48.6499,-53.1147,40.12,75,100,16.67,overcast clouds
312,Saint-Michel-Des-Saints,CA,2022-02-13 20:55:17,46.6834,-73.9159,0.93,76,48,4.7,scattered clouds
313,Linqiong,CN,2022-02-13 20:55:17,30.4159,103.4609,49.82,77,97,2.24,overcast clouds
314,Carnarvon,AU,2022-02-13 20:54:52,-24.8667,113.6333,75.27,88,3,3.44,clear sky
315,Havre-Saint-Pierre,CA,2022-02-13 20:55:18,50.2334,-63.5986,5.0,60,0,10.36,clear sky
316,Cidreira,BR,2022-02-13 20:55:18,-30.1811,-50.2056,69.94,91,100,4.12,overcast clouds
317,Coro,VE,2022-02-13 20:55:19,11.4045,-69.6734,83.17,63,55,23.38,broken clouds
318,Mundo Nuevo,MX,2022-02-13 20:55:19,18.7,-95.5,65.44,75,99,35.61,overcast clouds
319,El Carmen,CO,2022-02-13 20:55:19,8.5106,-73.4478,83.84,45,86,3.78,overcast clouds
320,Norrtalje,SE,2022-02-13 20:55:20,59.758,18.705,39.43,86,100,12.91,overcast clouds
321,Nanortalik,GL,2022-02-13 20:55:20,60.1432,-45.2371,28.65,79,100,8.68,overcast clouds
322,Nemuro,JP,2022-02-13 20:55:21,43.3236,145.575,26.78,86,100,10.65,overcast clouds
323,Emerald,AU,2022-02-13 20:55:21,-23.5333,148.1667,69.94,83,0,5.75,clear sky
324,Katherine,AU,2022-02-13 20:55:21,-14.4667,132.2667,75.52,88,69,2.3,broken clouds
325,Zhuhai,CN,2022-02-13 20:51:49,22.2769,113.5678,60.98,88,40,17.27,scattered clouds
326,Biak,ID,2022-02-13 20:55:22,-0.9131,122.8766,75.16,85,100,6.15,overcast clouds
327,Veinticinco De Mayo,AR,2022-02-13 20:55:22,-35.4323,-60.1727,78.06,41,0,8.01,clear sky
328,College,US,2022-02-13 20:55:23,64.8569,-147.8028,14.79,81,100,0.0,light snow
329,Oranjemund,NA,2022-02-13 20:55:23,-28.55,16.4333,66.11,84,0,10.87,clear sky
330,Gumdag,TM,2022-02-13 20:55:24,39.2061,54.5906,43.41,64,65,3.8,broken clouds
331,Pacific Grove,US,2022-02-13 20:53:29,36.6177,-121.9166,84.61,53,0,4.61,clear sky
332,Jingdezhen,CN,2022-02-13 20:55:24,29.2947,117.2079,43.21,95,96,2.06,overcast clouds
333,Luba,GQ,2022-02-13 20:55:25,3.4568,8.5547,81.3,78,100,8.79,overcast clouds
334,Kushiro,JP,2022-02-13 20:55:25,42.975,144.3747,19.49,94,93,5.46,overcast clouds
335,Bereda,ES,2022-02-13 20:55:25,43.2686,-7.5406,48.92,100,94,7.43,overcast clouds
336,Beruwala,LK,2022-02-13 20:55:26,6.4788,79.9828,74.82,87,100,4.79,overcast clouds
337,Borovoy,RU,2022-02-13 20:55:26,55.4333,86.0833,18.68,93,100,11.18,snow
338,Naze,JP,2022-02-13 20:55:26,28.3667,129.4833,57.87,89,100,20.47,moderate rain
339,Sinnamary,GF,2022-02-13 20:55:27,5.3833,-52.95,77.76,88,62,10.07,broken clouds
340,Belmonte,BR,2022-02-13 20:55:27,-15.8631,-38.8828,82.4,87,100,8.21,overcast clouds
341,Kongolo,CD,2022-02-13 20:55:28,-5.3833,27.0,70.16,97,100,2.84,overcast clouds
342,Mbuyapey,PY,2022-02-13 20:55:28,-26.2,-56.75,90.12,34,40,8.12,scattered clouds
343,Evensk,RU,2022-02-13 20:55:29,61.95,159.2333,-5.24,73,28,9.04,scattered clouds
344,Nhulunbuy,AU,2022-02-13 20:55:14,-12.2333,136.7667,77.61,88,6,4.61,clear sky
345,Ca Mau,VN,2022-02-13 20:54:05,9.1769,105.15,77.13,85,16,7.16,few clouds
346,Orillia,CA,2022-02-13 20:55:29,44.6087,-79.4207,12.09,54,100,5.75,overcast clouds
347,Yumen,CN,2022-02-13 20:55:30,40.2833,97.2,27.01,42,100,13.15,overcast clouds
348,Camana,PE,2022-02-13 20:55:30,-16.6228,-72.7111,74.77,71,12,8.75,few clouds
349,Newport,GB,2022-02-13 20:55:31,51.5877,-2.9984,49.24,90,100,12.57,overcast clouds
350,Tilichiki,RU,2022-02-13 20:55:31,60.4667,166.1,-19.46,93,7,10.27,clear sky
351,Atbasar,KZ,2022-02-13 20:55:31,51.8,68.3333,1.78,98,100,4.9,overcast clouds
352,Cabedelo,BR,2022-02-13 20:51:38,-6.9811,-34.8339,84.87,75,12,10.92,few clouds
353,Batagay-Alyta,RU,2022-02-13 20:55:32,67.8006,130.4114,-8.27,82,100,3.58,overcast clouds
354,Lexington,US,2022-02-13 20:52:59,37.9887,-84.4777,35.15,42,0,5.75,clear sky
355,Pangnirtung,CA,2022-02-13 20:55:32,66.1451,-65.7125,-25.6,75,20,0.0,few clouds
356,Jurado,CO,2022-02-13 20:55:33,7.1053,-77.7641,81.77,78,100,3.71,light rain
357,Itarema,BR,2022-02-13 20:55:33,-2.9248,-39.9167,80.26,77,8,14.05,clear sky
358,Wattegama,LK,2022-02-13 20:55:34,6.7989,81.4808,70.65,91,99,3.91,overcast clouds
359,Muroto,JP,2022-02-13 20:55:34,33.2833,134.15,48.83,69,100,17.18,moderate rain
360,Gijon,ES,2022-02-13 20:55:34,43.5357,-5.6615,52.84,78,100,15.99,overcast clouds
361,Beyneu,KZ,2022-02-13 20:55:35,45.3167,55.2,31.33,70,100,20.07,overcast clouds
362,Koumac,NC,2022-02-13 20:55:35,-20.5667,164.2833,79.9,80,99,4.99,overcast clouds
363,Tyristrand,NO,2022-02-13 20:55:36,60.0837,10.0966,42.04,97,100,3.33,light rain
364,Dicabisagan,PH,2022-02-13 20:55:36,17.0818,122.4157,75.24,88,95,6.13,overcast clouds
365,Carutapera,BR,2022-02-13 20:55:36,-1.195,-46.02,77.54,90,100,6.35,overcast clouds
366,Tchibanga,GA,2022-02-13 20:55:37,-2.85,11.0333,72.12,97,100,1.9,light rain
367,Qandala,SO,2022-02-13 20:52:16,11.472,49.8728,74.14,59,28,3.78,scattered clouds
368,Burns Lake,CA,2022-02-13 20:55:37,54.2331,-125.7533,31.42,87,100,1.14,overcast clouds
369,Ancud,CL,2022-02-13 20:55:38,-41.8697,-73.8203,80.22,73,17,5.48,few clouds
370,Geraldton,AU,2022-02-13 20:55:38,-28.7667,114.6,73.81,83,100,1.14,overcast clouds
371,Balykshi,KZ,2022-02-13 20:55:38,47.0667,51.8667,28.4,86,75,13.42,mist
372,Shubarshi,KZ,2022-02-13 20:55:39,48.5872,57.1869,13.26,96,86,13.53,overcast clouds
373,Los Llanos De Aridane,ES,2022-02-13 20:55:39,28.6585,-17.9182,61.12,66,20,8.05,few clouds
374,Waipawa,NZ,2022-02-13 20:55:40,-41.4122,175.5153,55.45,81,100,12.33,overcast clouds
375,Kirillov,RU,2022-02-13 20:55:40,59.863,38.3813,30.13,89,100,10.67,overcast clouds
376,Majene,ID,2022-02-13 20:55:40,-3.5403,118.9707,75.63,85,100,3.0,overcast clouds
377,Santa Marta,CO,2022-02-13 20:55:41,11.2408,-74.199,93.25,56,20,13.8,few clouds
378,Caravelas,BR,2022-02-13 20:55:41,-17.7125,-39.2481,77.74,81,80,6.58,broken clouds
379,Samarai,PG,2022-02-13 20:55:41,-10.6167,150.6667,80.71,74,36,5.61,scattered clouds
380,Leh,IN,2022-02-13 20:55:42,34.1667,77.5833,3.06,86,85,1.74,overcast clouds
381,Smidovich,RU,2022-02-13 20:55:42,48.6,133.8167,4.87,97,100,3.06,overcast clouds
382,Husavik,IS,2022-02-13 20:55:43,66.0449,-17.3389,-2.29,79,65,14.0,broken clouds
383,Atar,MR,2022-02-13 20:55:43,20.5169,-13.0499,70.38,19,100,9.35,overcast clouds
384,San Bartolome De Tirajana,ES,2022-02-13 20:55:43,27.9248,-15.5733,55.31,76,20,12.66,few clouds
385,Sur,OM,2022-02-13 20:55:44,22.5667,59.5289,72.0,68,0,8.72,clear sky
386,Ahuimanu,US,2022-02-13 20:55:44,21.4447,-157.8378,77.77,68,20,12.66,few clouds
387,Chapais,CA,2022-02-13 20:55:45,49.7834,-74.8492,-7.82,80,100,2.44,overcast clouds
388,San Borja,BO,2022-02-13 20:55:45,-14.8167,-66.85,79.14,72,98,3.98,overcast clouds
389,Havelock,US,2022-02-13 20:55:45,34.8791,-76.9013,46.38,88,100,1.99,light rain
390,Leeton,AU,2022-02-13 20:55:46,-34.5667,146.4,69.71,63,42,5.75,scattered clouds
391,Nayoro,JP,2022-02-13 20:55:46,44.3506,142.4578,9.82,98,89,3.44,overcast clouds
392,Kaohsiung,TW,2022-02-13 20:55:47,22.6163,120.3133,64.35,84,75,11.5,broken clouds
393,Huilong,CN,2022-02-13 20:55:47,31.8111,121.655,42.98,84,0,9.35,clear sky
394,Srednekolymsk,RU,2022-02-13 20:55:47,67.45,153.6833,-33.84,99,19,6.08,few clouds
395,Barcelona,ES,2022-02-13 20:52:46,41.3888,2.159,56.77,84,20,13.8,few clouds
396,Tura,IN,2022-02-13 20:55:48,25.5198,90.2201,54.05,70,0,4.63,clear sky
397,Manaure,CO,2022-02-13 20:55:48,11.7751,-72.4445,93.31,43,12,19.89,few clouds
398,Eregli,TR,2022-02-13 20:55:49,37.5133,34.0467,25.79,76,96,2.98,overcast clouds
399,Esmeraldas,BR,2022-02-13 20:55:49,-19.7625,-44.3139,80.71,86,30,1.99,scattered clouds
400,Fort Nelson,CA,2022-02-13 20:55:50,58.8053,-122.7002,2.79,72,75,3.44,broken clouds
401,Vardo,NO,2022-02-13 20:55:50,70.3705,31.1107,26.58,63,75,25.32,light shower snow
402,Baruun-Urt,MN,2022-02-13 20:55:50,46.6806,113.2792,-17.77,99,72,2.19,broken clouds
403,Grafton,US,2022-02-13 20:53:40,42.207,-71.6856,29.82,78,100,5.75,snow
404,Boa Vista,BR,2022-02-13 20:55:51,2.8197,-60.6733,91.38,40,40,16.11,scattered clouds
405,Asosa,ET,2022-02-13 20:55:51,10.0667,34.5333,70.32,25,52,4.88,broken clouds
406,Sao Jose Da Coroa Grande,BR,2022-02-13 20:55:52,-8.8978,-35.1478,81.23,74,6,13.89,clear sky
407,Suntar,RU,2022-02-13 20:55:52,62.1444,117.6319,-16.46,100,100,1.3,overcast clouds
408,Teya,RU,2022-02-13 20:55:53,60.3778,92.6267,-18.24,100,17,3.49,few clouds
409,Volgorechensk,RU,2022-02-13 20:55:53,57.4393,41.1555,29.89,97,100,9.82,snow
410,Berdigestyakh,RU,2022-02-13 20:55:53,62.0989,126.6992,-30.06,100,100,1.28,overcast clouds
411,Aksu,CN,2022-02-13 20:55:54,41.1231,80.2644,28.67,40,10,5.17,clear sky
412,Xining,CN,2022-02-13 20:55:54,36.6167,101.7667,9.73,75,11,2.21,few clouds
413,Terme,TR,2022-02-13 20:55:55,41.2092,36.9739,42.39,80,100,4.34,overcast clouds
414,Alamos,MX,2022-02-13 20:55:55,27.0167,-108.9333,90.21,5,100,4.14,overcast clouds
415,Sarangani,PH,2022-02-13 20:55:56,5.4033,125.4636,81.21,75,100,17.38,overcast clouds
416,Tonj,SS,2022-02-13 20:55:56,7.2737,28.6822,82.65,17,25,4.94,scattered clouds
417,Hermosillo,MX,2022-02-13 20:55:56,29.0667,-110.9667,90.68,9,36,5.01,scattered clouds
418,Nueva Loja,EC,2022-02-13 20:55:57,0.0847,-76.8828,87.28,69,40,9.22,scattered clouds
419,Dudinka,RU,2022-02-13 20:55:57,69.4058,86.1778,-15.0,88,14,6.93,few clouds
420,Witu,KE,2022-02-13 20:55:58,-2.3889,40.4382,78.96,90,35,6.22,scattered clouds
421,Ola,RU,2022-02-13 20:55:58,59.5833,151.2833,-7.47,79,70,10.16,broken clouds
422,Camalu,MX,2022-02-13 20:55:58,30.85,-116.0667,76.93,21,5,8.12,clear sky
423,Dubbo,AU,2022-02-13 20:55:59,-32.25,148.6167,62.73,77,100,11.5,overcast clouds
424,Bilibino,RU,2022-02-13 20:55:59,68.0546,166.4372,-32.62,100,87,2.46,overcast clouds
425,Beringovskiy,RU,2022-02-13 20:56:00,63.05,179.3167,-26.91,97,16,6.96,few clouds
426,Nome,US,2022-02-13 20:56:00,64.5011,-165.4064,-13.85,71,5,4.18,clear sky
427,Igrim,RU,2022-02-13 20:56:01,63.1906,64.4162,-17.81,100,91,2.15,overcast clouds
428,Yar-Sale,RU,2022-02-13 20:56:01,66.8333,70.8333,-14.57,96,100,8.79,overcast clouds
429,Xucheng,CN,2022-02-13 20:56:01,20.35,110.1288,61.5,85,99,10.31,overcast clouds
430,Fairbanks,US,2022-02-13 20:56:02,64.8378,-147.7164,14.81,81,100,0.0,light snow
431,Chapada Dos Guimaraes,BR,2022-02-13 20:56:02,-15.4606,-55.7497,67.66,91,100,0.54,heavy intensity rain
432,Boden,SE,2022-02-13 20:56:03,65.8252,21.6886,19.4,93,100,8.03,overcast clouds
433,Kaspiyskiy,RU,2022-02-13 20:56:03,45.3929,47.3707,32.5,60,3,7.72,clear sky
434,Nioro,GM,2022-02-13 20:56:03,13.35,-15.75,81.75,10,42,7.76,scattered clouds
435,Batesville,US,2022-02-13 20:53:31,35.7698,-91.641,52.95,26,0,8.05,clear sky
436,Pandan,PH,2022-02-13 20:56:04,14.0453,124.1694,75.78,86,47,9.31,scattered clouds
437,Clearwater,US,2022-02-13 20:56:04,27.9659,-82.8001,73.36,77,0,17.0,clear sky
438,Zyryanka,RU,2022-02-13 20:56:05,65.75,150.85,-33.11,95,25,6.98,scattered clouds
439,Pangkalanbuun,ID,2022-02-13 20:56:05,-2.6833,111.6167,74.53,96,100,2.1,overcast clouds
440,Kargasok,RU,2022-02-13 20:56:06,59.0556,80.8572,5.7,94,100,14.38,light snow
441,Mogadishu,SO,2022-02-13 20:56:06,2.0371,45.3438,77.16,82,100,17.9,overcast clouds
442,Wanning,CN,2022-02-13 20:56:06,18.8003,110.3967,68.88,91,100,11.32,overcast clouds
443,Byron Bay,AU,2022-02-13 20:56:07,-28.65,153.6167,72.05,86,75,4.7,broken clouds
444,Lavrentiya,RU,2022-02-13 20:56:07,65.5833,-171.0,-21.57,93,28,2.66,scattered clouds
445,Yilan,TW,2022-02-13 20:56:08,24.757,121.753,60.82,95,100,5.48,light rain
446,Christchurch,NZ,2022-02-13 20:56:08,-43.5333,172.6333,57.0,85,75,8.05,broken clouds
447,Roma,US,2022-02-13 20:54:06,43.2128,-75.4557,21.96,63,100,10.0,overcast clouds
448,Constitucion,CL,2022-02-13 20:51:38,-35.3333,-72.4167,66.94,72,55,8.5,broken clouds
449,Muros,ES,2022-02-13 20:56:09,42.7762,-9.0603,53.24,71,11,19.33,few clouds
450,Blackwater,AU,2022-02-13 20:56:10,-23.5833,148.8833,70.38,72,0,11.23,clear sky
451,Camocim,BR,2022-02-13 20:56:10,-2.9022,-40.8411,81.01,78,13,16.28,few clouds
452,Phibun Mangsahan,TH,2022-02-13 20:56:10,15.2447,105.2291,75.18,77,100,8.95,overcast clouds
453,Hervey Bay,AU,2022-02-13 20:56:11,-25.2986,152.8535,70.03,77,14,18.66,few clouds
454,Cienaga,CO,2022-02-13 20:56:11,11.007,-74.2476,93.33,46,20,13.8,few clouds
455,Hobyo,SO,2022-02-13 20:56:12,5.3505,48.5268,77.14,75,86,15.48,overcast clouds
456,Monrovia,LR,2022-02-13 20:56:12,6.3005,-10.7969,80.37,83,72,6.46,broken clouds
457,Stephenville,US,2022-02-13 20:56:12,32.2207,-98.2023,64.92,20,0,6.91,clear sky
458,Zharkent,KZ,2022-02-13 20:56:13,44.1628,80.0,26.69,77,100,0.27,overcast clouds
459,Labuhan,ID,2022-02-13 20:56:13,-6.8844,112.2051,75.7,92,100,4.85,overcast clouds
460,Ishinomaki,JP,2022-02-13 20:56:14,38.4167,141.3,33.8,73,100,9.89,overcast clouds
461,Japura,ID,2022-02-13 20:56:14,-0.3167,102.35,73.11,98,100,0.51,overcast clouds
462,Okhotsk,RU,2022-02-13 20:56:14,59.3833,143.3,-14.58,79,1,11.3,clear sky
463,Istok,XK,2022-02-13 20:56:15,42.7808,20.4875,42.15,96,100,1.39,overcast clouds
464,Zuenoula,CI,2022-02-13 20:56:15,7.4292,-6.0431,78.93,66,54,6.6,broken clouds
465,Coaldale,CA,2022-02-13 20:56:16,49.7167,-112.6185,49.19,36,75,8.05,broken clouds
466,Petropavlovsk-Kamchatskiy,RU,2022-02-13 20:56:16,53.0452,158.6483,12.79,62,75,8.95,broken clouds
467,Zirc,HU,2022-02-13 20:56:16,47.2636,17.8737,31.59,87,5,5.88,clear sky
468,Tadine,NC,2022-02-13 20:56:17,-21.55,167.8833,81.1,81,99,7.61,overcast clouds
469,Salinopolis,BR,2022-02-13 20:56:17,-0.6136,-47.3561,78.62,86,100,8.43,overcast clouds
470,Kudahuvadhoo,MV,2022-02-13 20:56:18,2.6708,72.8944,81.16,79,100,10.83,overcast clouds
471,Sadiqabad,PK,2022-02-13 20:56:18,28.3062,70.1307,61.14,27,0,9.91,clear sky
472,Kodinsk,RU,2022-02-13 20:56:19,58.6881,99.1844,-21.03,100,57,2.93,broken clouds
473,Bathsheba,BB,2022-02-13 20:56:19,13.2167,-59.5167,84.81,61,75,17.27,broken clouds
474,Coihaique,CL,2022-02-13 20:52:01,-45.5752,-72.0662,81.21,34,0,6.91,clear sky
475,Tezu,IN,2022-02-13 20:56:20,27.9167,96.1667,53.01,44,0,4.88,clear sky
476,Alyangula,AU,2022-02-13 20:56:20,-13.8483,136.4192,73.27,100,28,2.3,scattered clouds
477,Kabanjahe,ID,2022-02-13 20:56:20,3.1001,98.4908,61.41,96,100,1.72,moderate rain
478,Olavarria,AR,2022-02-13 20:56:21,-36.8927,-60.3225,79.02,42,1,10.38,clear sky
479,Kenai,US,2022-02-13 20:54:48,60.5544,-151.2583,31.03,97,100,0.0,overcast clouds
480,Latung,PH,2022-02-13 20:56:21,5.5,120.8833,81.72,75,100,9.26,overcast clouds
481,Gannan,CN,2022-02-13 20:56:22,47.9147,123.5031,-7.22,93,54,6.11,broken clouds
482,Kirkwall,GB,2022-02-13 20:56:22,58.9848,-2.9587,39.25,93,75,0.0,broken clouds
483,Kiunga,PG,2022-02-13 20:56:22,-6.1219,141.2906,72.99,96,100,1.88,overcast clouds
484,Akyab,MM,2022-02-13 20:56:23,20.15,92.9,63.64,57,67,6.62,broken clouds
485,Pemba,MZ,2022-02-13 20:56:23,-12.974,40.5178,77.7,83,20,3.44,thunderstorm
486,Ust-Kuyga,RU,2022-02-13 20:56:24,70.0167,135.6,-12.05,90,100,6.8,overcast clouds
487,Neiafu,TO,2022-02-13 20:56:24,-18.65,-173.9833,83.08,78,40,8.05,scattered clouds
488,Urumqi,CN,2022-02-13 20:56:24,43.801,87.6005,11.35,79,0,4.47,clear sky
489,Kula,TR,2022-02-13 20:56:25,38.5473,28.6498,36.18,94,19,4.0,few clouds
490,Kununurra,AU,2022-02-13 20:56:25,-15.7667,128.7333,76.98,78,3,6.91,clear sky
491,Matagami,CA,2022-02-13 20:56:26,49.7502,-77.6328,-2.09,55,0,0.0,clear sky
492,Vao,NC,2022-02-13 20:56:26,-22.6667,167.4833,79.7,85,100,7.63,overcast clouds
493,Timra,SE,2022-02-13 20:56:26,62.487,17.3257,31.68,93,9,2.3,clear sky
494,Ratnagiri,IN,2022-02-13 20:56:27,16.9833,73.3,72.28,63,4,8.97,clear sky
495,Alice Springs,AU,2022-02-13 20:56:27,-23.7,133.8833,62.15,67,0,5.75,clear sky
496,Benguela,AO,2022-02-13 20:56:28,-12.5763,13.4055,76.73,82,84,1.61,broken clouds
497,Miri,MY,2022-02-13 20:56:28,4.4148,114.0089,77.14,94,40,0.0,scattered clouds
498,Dalbandin,PK,2022-02-13 20:56:29,28.8947,64.4101,55.42,44,50,8.95,scattered clouds
499,Port Lincoln,AU,2022-02-13 20:56:29,-34.7333,135.8667,66.34,83,95,10.07,overcast clouds
500,El Fuerte,MX,2022-02-13 20:56:29,26.4189,-108.6194,92.01,5,100,6.17,overcast clouds
501,Hamilton,US,2022-02-13 20:56:21,39.1834,-84.5333,30.99,57,80,7.0,broken clouds
502,Anzio,IT,2022-02-13 20:56:30,41.4853,12.6179,52.5,91,96,7.07,overcast clouds
503,College Place,US,2022-02-13 20:56:31,46.0493,-118.3883,56.55,54,0,1.01,clear sky
504,Madimba,TZ,2022-02-13 20:56:31,-10.4,40.3333,78.06,90,61,4.88,broken clouds
505,Golspie,GB,2022-02-13 20:56:31,57.9727,-3.978,42.15,93,100,5.73,overcast clouds
506,Alghero,IT,2022-02-13 20:56:32,40.5589,8.3181,49.98,87,0,1.14,clear sky
507,Paramonga,PE,2022-02-13 20:56:32,-10.6667,-77.8333,75.15,73,4,12.24,clear sky
508,Cozumel,MX,2022-02-13 20:54:06,20.5083,-86.9458,80.94,71,38,10.0,scattered clouds
509,Erzin,TR,2022-02-13 20:56:33,36.9559,36.2,41.52,76,67,2.46,broken clouds
510,Coulommiers,FR,2022-02-13 20:56:33,48.8145,3.085,55.18,71,98,1.99,overcast clouds
511,Georgiyevskoye,RU,2022-02-13 20:56:34,58.731,45.024,1.11,100,98,2.98,overcast clouds
512,Peniche,PT,2022-02-13 20:56:34,39.3558,-9.3811,58.62,92,7,17.22,clear sky
513,Harrison,US,2022-02-13 20:56:34,30.4091,-89.0436,56.3,24,0,12.75,clear sky
514,Saryozek,KZ,2022-02-13 20:56:35,44.3583,77.9753,24.12,79,100,4.12,overcast clouds
515,San Juan,AR,2022-02-13 20:56:35,-31.5375,-68.5364,86.67,22,2,4.63,clear sky
516,Segezha,RU,2022-02-13 20:56:36,63.7415,34.3222,28.71,95,100,15.21,light snow
517,Carbonia,IT,2022-02-13 20:56:36,39.1672,8.5222,52.0,88,6,3.24,clear sky
518,Sambava,MG,2022-02-13 20:56:37,-14.2667,50.1667,76.33,86,47,3.8,moderate rain
519,Marrakesh,MA,2022-02-13 20:52:14,31.6315,-8.0083,60.87,27,0,2.3,clear sky
520,Kualakapuas,ID,2022-02-13 20:56:37,-3.0091,114.3876,75.36,93,100,0.94,overcast clouds
521,Adrar,MR,2022-02-13 20:56:38,20.5022,-10.0711,64.99,20,64,10.54,broken clouds
522,Rameswaram,IN,2022-02-13 20:56:38,9.2833,79.3,79.48,72,66,16.13,broken clouds
523,Kedougou,SN,2022-02-13 20:56:39,12.5579,-12.1743,80.46,12,1,3.74,clear sky
524,Arlit,NE,2022-02-13 20:56:39,18.7369,7.3853,71.22,11,0,8.75,clear sky
